datetime,from_stop,to_stop,riders,total_km,order_type,station_from,station_to
2023-07-19,MRT Cyberjaya Utara Station Bus Stop(12327),Cyberjaya Smart School Complex(Bus Stop)(11870),1,5.4,on-demand,12327,11870
2023-07-18,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),3,3.55,on-demand,11855,12216
2023-07-13,University of Cyberjaya (UoC)(11829),D'Pulze Cyberjaya Bus Stop(11806),2,2.72,on-demand,11829,11806
2023-07-03,Tamarind Square Bus Stop(11807),Garden Plaza(11863),1,6.64,on-demand,11807,11863
2023-07-25,Star Central(11803),MRT Cyberjaya City Centre Bus Stop(11799),1,3.88,on-demand,11803,11799
2023-07-24,"Glomac Bus Stop,Persiaran Teknokrat 3 (11821)",The Arc Cyberjaya (Bus Stop)(11855),1,2.76,on-demand,11821,11855
2023-07-11,Cyberia Smart Homes Guard House Gate A(11857),Tapak Urban Street(11801),1,2.86,on-demand,11857,11801
2023-07-24,MRT Cyberjaya City Centre Bus Stop(11799),UNIKOP(12216),2,1.7,on-demand,11799,12216
2023-07-14,Prima Avenue 1 Bus Stop(11818),"MMU Bus Stop, Persiaran Multimedia(11827)",1,2.49,on-demand,11818,11827
2023-07-05,Kanvas SOHO (Bus Stop)(11825),Serin Residency (Main Entrance)(11839),1,1.97,on-demand,11825,11839
2023-07-25,The Arc Cyberjaya (Bus Stop)(11855),Cyberia Crescent 1 Condo (Main Entrance)(11841),2,1.67,on-demand,11855,11841
2023-07-17,"Kompleks TM Bus Stop, Persiaran Sepang(11881)",Cyberia Gate 2(11858),1,3.38,on-demand,11881,11858
2023-07-01,Star Grocer Cybersquare(11824),MRT Cyberjaya City Centre Bus Stop(11799),2,2.68,on-demand,11824,11799
2023-07-26,The Arc Cyberjaya (Bus Stop)(11855),University of Cyberjaya (UoC)(11829),3,0.6,on-demand,11855,11829
2023-07-19,UNIKOP(12216),Tamarind Square Bus Stop(11807),2,3.16,on-demand,12216,11807
2023-07-05,UNIKOP(12216),McDonald's - Cyber 5 Bus Stop(12191),2,1.22,on-demand,12216,12191
2023-07-26,Wisma Shell Bus Stop(12192),Cyberjaya Hospital(12223),1,4.43,on-demand,12192,12223
2023-07-21,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya City Centre Bus Stop(11799),1,4.81,on-demand,11855,11799
2023-07-06,University of Cyberjaya (UoC)(11829),Tamarind Square Bus Stop(11807),1,1.93,on-demand,11829,11807
2023-07-26,Mutiara Ville Residence-Persiaran Sepang(11853),University of Cyberjaya (UoC)(11829),1,1.74,on-demand,11853,11829
2023-07-17,Gem In Mall(11800),MRT Cyberjaya City Centre Bus Stop(11799),1,4.94,on-demand,11800,11799
2023-07-13,MRT Cyberjaya Utara Station Bus Stop(12327),"Glomac Bus Stop,Persiaran Teknokrat 3 (11821)",3,3.56,on-demand,12327,11821
2023-07-23,MRT Cyberjaya Utara Station Bus Stop(12327),The Arc Cyberjaya (Bus Stop)(11855),1,6.05,on-demand,12327,11855
2023-07-12,D'Pulze Cyberjaya Bus Stop(11806),SK Cyberjaya 1 (Main Entrance)(11832),1,2.19,on-demand,11806,11832
2023-07-26,Putrajaya Central (Cyberjaya)(11798),The Arc Cyberjaya (Bus Stop)(11855),1,7.28,on-demand,11798,11855
2023-07-04,D'Pulze Cyberjaya Bus Stop(11806),Tamarind Square Bus Stop(11807),2,2.03,on-demand,11806,11807
2023-07-10,Star Grocer Cybersquare(11824),MRT Cyberjaya Utara Station Bus Stop(12327),1,4.44,on-demand,11824,12327
2023-07-04,Shaftsbusry Square Bus Stop(11808),The Arc Cyberjaya (Bus Stop)(11855),1,3.33,on-demand,11808,11855
2023-07-21,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya Utara Station Bus Stop(12327),1,6.01,on-demand,11855,12327
2023-07-12,Putrajaya Central (Cyberjaya)(11798),Star Grocer Cybersquare(11824),1,5.39,on-demand,11798,11824
2023-07-23,The Arc Cyberjaya (Bus Stop)(11855),Taman Tasik Cyberjaya Roundabout Entranc(11815),1,1.09,on-demand,11855,11815
2023-07-16,Shaftsbusry Square Bus Stop(11808),Cyberia Crescent 1 Condo (Main Entrance)(11841),1,4.0,on-demand,11808,11841
2023-07-13,University of Cyberjaya (UoC)(11829),MRT Cyberjaya Utara Station Bus Stop(12327),1,5.42,on-demand,11829,12327
2023-07-20,The Arc Cyberjaya (Bus Stop)(11855),"Glomac Bus Stop,Persiaran Teknokrat 3 (11821)",3,3.06,on-demand,11855,11821
2023-07-06,Mutiara Ville Residence-Persiaran Sepang(11853),MRT Cyberjaya Utara Station Bus Stop(12327),1,6.74,on-demand,11853,12327
2023-07-21,Tamarind Square Bus Stop(11807),Park & Ride Putrajaya Sentral (Cyberjaya(12224),1,7.9,on-demand,11807,12224
2023-07-21,UNIKOP(12216),Gem In Mall(11800),2,3.78,on-demand,12216,11800
2023-07-19,Malakat Mall (11810),Cyberjaya Smart School Complex(Bus Stop)(11870),3,1.33,on-demand,11810,11870
2023-07-12,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),3,3.2,on-demand,12216,11855
2023-07-20,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),2,2.1,on-demand,11855,11806
2023-07-04,Star Grocer Cybersquare(11824),The Arc Cyberjaya (Bus Stop)(11855),1,2.87,on-demand,11824,11855
2023-07-12,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),6,3.2,on-demand,12216,11855
2023-07-17,MRT Cyberjaya Utara Station Bus Stop(12327),University of Cyberjaya (UoC)(11829),1,6.44,on-demand,12327,11829
2023-07-04,HSBC Group Service Centre (Bus Stop)(11833),Verdi Eco-dominiums(11846),1,3.18,on-demand,11833,11846
2023-07-08,Lakefront Homes(11849),Cyberjaya Smart School Complex(Bus Stop)(11870),1,4.58,on-demand,11849,11870
2023-07-21,Garden Plaza(11863),UNIKOP(12216),1,3.08,on-demand,11863,12216
2023-07-09,Mutiara Ville Residence-Persiaran Sepang(11853),Garden Plaza(11863),1,7.15,on-demand,11853,11863
2023-07-08,McDonald's - Cyber 5 Bus Stop(12191),Mutiara Ville Residence-Persiaran Sepang(11853),1,2.98,on-demand,12191,11853
2023-07-17,D'Pulze Cyberjaya Bus Stop(11806),SK Cyberjaya 1 (Main Entrance)(11832),2,2.19,on-demand,11806,11832
2023-07-06,"MMU Bus Stop, Persiaran Multimedia(11827)",Shaftsbusry Square Bus Stop(11808),2,3.21,on-demand,11827,11808
2023-07-14,UNIKOP(12216),Tamarind Square Bus Stop(11807),3,3.16,on-demand,12216,11807
2023-07-14,Serin Residency (Main Entrance)(11839),MRT Cyberjaya Utara Station Bus Stop(12327),1,5.93,on-demand,11839,12327
2023-07-04,Ceria Residence Cyberjaya (Entrance)(11848),Neo Cyber(11817),1,3.11,on-demand,11848,11817
2023-07-16,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),2,2.1,on-demand,11855,11806
2023-07-07,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),1,3.2,on-demand,12216,11855
2023-07-10,Bio-X Centre(12306),MPSEPANG(11886),2,4.02,on-demand,12306,11886
2023-07-06,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),1,2.1,on-demand,11855,11806
2023-07-22,Star Grocer Cybersquare(11824),The Arc Cyberjaya (Bus Stop)(11855),1,2.87,on-demand,11824,11855
2023-07-12,Mutiara Ville Residence-Persiaran Sepang(11853),UNIKOP(12216),2,3.83,on-demand,11853,12216
2023-07-12,Putrajaya Central (Cyberjaya)(11798),The Arc Cyberjaya (Bus Stop)(11855),1,7.28,on-demand,11798,11855
2023-07-10,Cyberia Smart Homes Guard House Gate A(11857),"Glomac Bus Stop,Persiaran Teknokrat 3 (11821)",1,2.45,on-demand,11857,11821
2023-07-05,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),1,3.55,on-demand,11855,12216
2023-07-25,Cyberia Gate 2(11858),Futurise Center(11757),1,4.73,on-demand,11858,11757
2023-07-05,Mutiara Ville Residence-Persiaran Sepang(11853),MRT Cyberjaya Utara Station Bus Stop(12327),1,6.74,on-demand,11853,12327
2023-07-16,Gem In Mall(11800),D'Pulze Cyberjaya Bus Stop(11806),3,1.99,on-demand,11800,11806
2023-07-14,elc International School(11885),D'Pulze Cyberjaya Bus Stop(11806),1,1.43,on-demand,11885,11806
2023-07-24,McDonald's - Cyber 5 Bus Stop(12191),Gem In Mall(11800),1,2.88,on-demand,12191,11800
2023-07-18,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),2,3.2,on-demand,12216,11855
2023-07-24,McDonald's - Cyber 5 Bus Stop(12191),Cyberia Smart Homes Guard House Gate A(11857),3,2.03,on-demand,12191,11857
2023-07-11,Shaftsbusry Square Bus Stop(11808),The Arc Cyberjaya (Bus Stop)(11855),1,3.33,on-demand,11808,11855
2023-07-24,Gem In Mall(11800),University of Cyberjaya (UoC)(11829),1,1.36,on-demand,11800,11829
2023-07-20,MRT Cyberjaya Utara Station Bus Stop(12327),Serin Residency (Main Entrance)(11839),1,5.85,on-demand,12327,11839
2023-07-16,"MMU Bus Stop, Persiaran Multimedia(11827)",Shaftsbusry Square Bus Stop(11808),1,3.21,on-demand,11827,11808
2023-07-11,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),1,3.55,on-demand,11855,12216
2023-07-21,University of Cyberjaya (UoC)(11829),MRT Cyberjaya Utara Station Bus Stop(12327),1,5.42,on-demand,11829,12327
2023-07-24,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),1,3.55,on-demand,11855,12216
2023-07-10,McDonald's - Cyber 5 Bus Stop(12191),The Arc Cyberjaya (Bus Stop)(11855),1,2.55,on-demand,12191,11855
2023-07-22,Gem In Mall(11800),D'Pulze Cyberjaya Bus Stop(11806),1,1.99,on-demand,11800,11806
2023-07-12,University of Cyberjaya (UoC)(11829),MMU (Stadium)(12798),2,1.52,on-demand,11829,12798
2023-07-08,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),1,2.1,on-demand,11855,11806
2023-07-13,Gem In Mall(11800),MRT Cyberjaya Utara Station Bus Stop(12327),1,6.26,on-demand,11800,12327
2023-07-14,University of Cyberjaya (UoC)(11829),Gem In Mall(11800),1,2.54,on-demand,11829,11800
2023-07-07,UNIKOP(12216),Cyberia Smart Homes Guard House Gate A(11857),1,0.0,on-demand,12216,11857
2023-07-25,MRT Cyberjaya Utara Station Bus Stop(12327),Malakat Mall (11810),1,4.58,on-demand,12327,11810
2023-07-07,Gem In Mall(11800),MRT Cyberjaya Utara Station Bus Stop(12327),1,6.26,on-demand,11800,12327
2023-07-07,Domain 1(11869),MRT Cyberjaya City Centre Bus Stop(11799),1,3.71,on-demand,11869,11799
2023-07-05,D'Pulze Cyberjaya Bus Stop(11806),Gem In Mall(11800),1,2.64,on-demand,11806,11800
2023-07-02,Putrajaya Central (Cyberjaya)(11798),Malakat Mall (11810),1,5.81,on-demand,11798,11810
2023-07-15,D'Pulze Cyberjaya Bus Stop(11806),The Arc Cyberjaya (Bus Stop)(11855),1,2.31,on-demand,11806,11855
2023-07-14,Gem In Mall(11800),D'Pulze Cyberjaya Bus Stop(11806),2,1.99,on-demand,11800,11806
2023-07-20,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),1,2.1,on-demand,11855,11806
2023-07-08,Gem In Mall(11800),"Surau Al-Hidayah (Bus Stop), MMU(11828)",2,1.0,on-demand,11800,11828
2023-07-26,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),2,3.2,on-demand,12216,11855
2023-07-23,Tamarind Square Bus Stop(11807),Lim Kok Weng University (Barat) Bus Stop(11831),1,5.48,on-demand,11807,11831
2023-07-05,Malakat Mall (11810),Cyberjaya Hospital(12223),2,2.96,on-demand,11810,12223
2023-07-19,Mutiara Ville Residence-Persiaran Sepang(11853),"Glomac Bus Stop,Persiaran Teknokrat 3 (11821)",1,3.33,on-demand,11853,11821
2023-07-03,Serin Residency (Main Entrance)(11839),D'Pulze Cyberjaya Bus Stop(11806),1,1.57,advanced booking,11839,11806
2023-07-19,MRT Cyberjaya Utara Station Bus Stop(12327),Lim Kok Weng University (Barat) Bus Stop(11831),1,2.45,on-demand,12327,11831
2023-07-15,SP 43 Perdana Lakeview West (Bus Stop) (11872),D'Pulze Cyberjaya Bus Stop(11806),1,3.12,on-demand,11872,11806
2023-07-03,Gem In Mall(11800),University of Cyberjaya (UoC)(11829),1,1.36,on-demand,11800,11829
2023-07-13,"MMU Bus Stop, Persiaran Multimedia(11827)",Shaftsbusry Square Bus Stop(11808),1,3.21,on-demand,11827,11808
2023-07-24,Gem In Mall(11800),University of Cyberjaya (UoC)(11829),2,1.36,on-demand,11800,11829
2023-07-02,Garden Plaza(11863),MRT Cyberjaya City Centre Bus Stop(11799),1,3.39,on-demand,11863,11799
2023-07-03,Prima Avenue 1 Bus Stop(11818),"MMU Bus Stop, Persiaran Multimedia(11827)",1,2.49,on-demand,11818,11827
2023-07-22,Shaftsbusry Square Bus Stop(11808),"MMU Bus Stop, Persiaran Multimedia(11827)",1,2.87,on-demand,11808,11827
2023-07-17,Star Grocer Cybersquare(11824),Lim Kok Weng University (Barat) Bus Stop(11831),3,3.35,on-demand,11824,11831
2023-07-14,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),1,3.55,on-demand,11855,12216
2023-07-25,Serin Residency (Main Entrance)(11839),Jom Corner (J Corner) Bus Stop(11823),2,1.21,on-demand,11839,11823
2023-07-14,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),1,3.55,on-demand,11855,12216
2023-07-08,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),4,2.1,on-demand,11855,11806
2023-07-21,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),1,3.2,on-demand,12216,11855
2023-07-18,Cyberia Smart Homes Guard House Gate A(11857),Kanvas SOHO (Bus Stop)(11825),1,3.02,advanced booking,11857,11825
2023-07-06,Shaftsbusry Square Bus Stop(11808),The Arc Cyberjaya (Bus Stop)(11855),1,3.33,on-demand,11808,11855
2023-07-24,MRT Cyberjaya Utara Station Bus Stop(12327),Tamarind Square Bus Stop(11807),2,6.04,on-demand,12327,11807
2023-07-01,MRT Cyberjaya Utara Station Bus Stop(12327),Serin Residency (Main Entrance)(11839),1,5.85,on-demand,12327,11839
2023-07-25,Verdi Eco-dominiums(11846),"Glomac Bus Stop,Persiaran Teknokrat 3 (11821)",2,3.46,on-demand,11846,11821
2023-07-05,Prima Avenue 1 Bus Stop(11818),Cristal Serin Residence (Main Entrance)(11840),2,2.75,on-demand,11818,11840
2023-07-25,Putrajaya Central (Cyberjaya)(11798),Shaftsbusry Square Bus Stop(11808),1,6.26,advanced booking,11798,11808
2023-07-05,McDonald's - Cyber 5 Bus Stop(12191),Park & Ride Putrajaya Sentral (Cyberjaya(12224),1,5.76,on-demand,12191,12224
2023-07-20,UNIKOP(12216),Gem In Mall(11800),1,3.78,on-demand,12216,11800
2023-07-21,MRT Cyberjaya City Centre Bus Stop(11799),Futurise Center(11757),1,4.81,on-demand,11799,11757
2023-07-24,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya Utara Station Bus Stop(12327),1,6.01,on-demand,11855,12327
2023-07-23,Park & Ride Putrajaya Sentral (Cyberjaya(12224),Malakat Mall (11810),1,5.68,on-demand,12224,11810
2023-07-06,University of Cyberjaya (UoC)(11829),Mutiara Ville Residence-Persiaran Sepang(11853),1,2.19,on-demand,11829,11853
2023-07-17,Shaftsbusry Square Bus Stop(11808),MRT Cyberjaya Utara Station Bus Stop(12327),1,4.37,on-demand,11808,12327
2023-07-24,The Arc Cyberjaya (Bus Stop)(11855),Malakat Mall (11810),1,2.63,on-demand,11855,11810
2023-07-08,Mutiara Ville Residence-Persiaran Sepang(11853),Putrajaya Central (Cyberjaya)(11798),1,8.34,on-demand,11853,11798
2023-07-11,Lim Kok Weng University (Barat) Bus Stop(11831),Cyberia Smart Homes Guard House Gate A(11857),1,4.96,on-demand,11831,11857
2023-07-24,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),1,3.2,on-demand,12216,11855
2023-07-26,Serin Residency (Main Entrance)(11839),Malakat Mall (11810),1,2.12,on-demand,11839,11810
2023-07-20,Bio-X Centre(12306),Cyberjaya Smart School Complex(Bus Stop)(11870),1,1.77,on-demand,12306,11870
2023-07-18,D'Pulze Cyberjaya Bus Stop(11806),LakeFront Residence (Entrance)(11850),1,3.69,on-demand,11806,11850
2023-07-22,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),1,2.1,on-demand,11855,11806
2023-07-16,Serin Residency (Main Entrance)(11839),Tamarind Square Bus Stop(11807),1,2.33,on-demand,11839,11807
2023-07-01,Tamarind Square Bus Stop(11807),Putrajaya Central (Cyberjaya)(11798),1,7.84,on-demand,11807,11798
2023-07-26,D'Pulze Cyberjaya Bus Stop(11806),Mutiara Ville Residence-Persiaran Sepang(11853),2,2.74,on-demand,11806,11853
2023-07-03,MRT Cyberjaya Utara Station Bus Stop(12327),Gem In Mall(11800),1,6.68,on-demand,12327,11800
2023-07-03,"Glomac Bus Stop,Persiaran Teknokrat 3 (11821)",Mutiara Ville Residence-Persiaran Sepang(11853),1,3.19,on-demand,11821,11853
2023-07-11,Lim Kok Weng University (Barat) Bus Stop(11831),Garden Plaza(11863),1,1.84,on-demand,11831,11863
2023-07-19,MRT Cyberjaya City Centre Bus Stop(11799),Malakat Mall (11810),1,3.43,on-demand,11799,11810
2023-07-15,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya Utara Station Bus Stop(12327),1,6.01,on-demand,11855,12327
2023-07-04,UNIKOP(12216),Gem In Mall(11800),3,3.78,on-demand,12216,11800
2023-07-19,"MMU Bus Stop, Persiaran Multimedia(11827)",Shaftsbusry Square Bus Stop(11808),1,3.21,on-demand,11827,11808
2023-07-14,D'Pulze Cyberjaya Bus Stop(11806),Gem In Mall(11800),2,2.64,on-demand,11806,11800
2023-07-10,Shaftsbusry Square Bus Stop(11808),Cyberia Smart Homes Guard House Gate A(11857),1,2.81,on-demand,11808,11857
2023-07-04,Cyberia Gate 2(11858),UNIKOP(12216),2,3.45,on-demand,11858,12216
2023-07-11,UNIKOP(12216),Tamarind Square Bus Stop(11807),2,3.16,on-demand,12216,11807
2023-07-04,Star Central(11803),The Arc Cyberjaya (Bus Stop)(11855),1,3.75,on-demand,11803,11855
2023-07-12,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya Utara Station Bus Stop(12327),4,6.01,on-demand,11855,12327
2023-07-03,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),2,3.2,on-demand,12216,11855
2023-07-25,MRT Cyberjaya City Centre Bus Stop(11799),University of Cyberjaya (UoC)(11829),1,5.29,on-demand,11799,11829
2023-07-07,Star Grocer Cybersquare(11824),The Arc Cyberjaya (Bus Stop)(11855),1,2.87,on-demand,11824,11855
2023-07-11,MMU (Stadium)(12798),MRT Cyberjaya City Centre Bus Stop(11799),1,4.36,on-demand,12798,11799
2023-07-25,MRT Cyberjaya City Centre Bus Stop(11799),Lim Kok Weng University (Barat) Bus Stop(11831),1,2.72,on-demand,11799,11831
2023-07-23,MRT Cyberjaya City Centre Bus Stop(11799),Gem In Mall(11800),1,5.29,on-demand,11799,11800
2023-07-12,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya Utara Station Bus Stop(12327),1,6.01,on-demand,11855,12327
2023-07-25,Verdi Eco-dominiums(11846),HSBC Group Service Centre (Bus Stop)(11833),1,2.79,on-demand,11846,11833
2023-07-26,Cyber Heights Villa(11871),Lim Kok Weng University (Barat) Bus Stop(11831),1,5.34,on-demand,11871,11831
2023-07-23,Cristal Serin Residence (Main Entrance)(11840),MRT Cyberjaya Utara Station Bus Stop(12327),1,6.21,on-demand,11840,12327
2023-07-05,The Arc Cyberjaya (Bus Stop)(11855),Star Central(11803),2,3.26,on-demand,11855,11803
2023-07-19,Bank Islam Cyberjaya (CBD Perdana 2)(11820),Verdi Eco-dominiums(11846),1,3.65,on-demand,11820,11846
2023-07-11,MRT Cyberjaya City Centre Bus Stop(11799),"Kompleks TM Bus Stop, Persiaran Sepang(11881)",1,1.97,on-demand,11799,11881
2023-07-09,The Arc Cyberjaya (Bus Stop)(11855),McDonald's - Cyber 5 Bus Stop(12191),2,2.71,on-demand,11855,12191
2023-07-10,MRT Cyberjaya City Centre Bus Stop(11799),"Surau Al-Hidayah (Bus Stop), MMU(11828)",1,4.17,on-demand,11799,11828
2023-07-10,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),1,3.2,on-demand,12216,11855
2023-07-20,MRT Cyberjaya Utara Station Bus Stop(12327),University of Cyberjaya (UoC)(11829),1,6.44,on-demand,12327,11829
2023-07-16,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya Utara Station Bus Stop(12327),2,6.01,on-demand,11855,12327
2023-07-04,Star Central(11803),Garden Plaza(11863),1,5.72,on-demand,11803,11863
2023-07-18,Tamarind Square Bus Stop(11807),Star Grocer Cybersquare(11824),1,2.79,on-demand,11807,11824
2023-07-14,Verdi Eco-dominiums(11846),MRT Cyberjaya City Centre Bus Stop(11799),1,5.45,on-demand,11846,11799
2023-07-21,Tamarind Square Bus Stop(11807),Shaftsbusry Square Bus Stop(11808),1,3.9,on-demand,11807,11808
2023-07-12,Gem In Mall(11800),MRT Cyberjaya Utara Station Bus Stop(12327),1,6.26,on-demand,11800,12327
2023-07-11,MRT Cyberjaya Utara Station Bus Stop(12327),Futurise Center(11757),1,6.86,on-demand,12327,11757
2023-07-09,Gem In Mall(11800),Park & Ride Putrajaya Sentral (Cyberjaya(12224),3,7.93,on-demand,11800,12224
2023-07-03,UNIKOP(12216),Cyberia Gate 2(11858),3,3.04,on-demand,12216,11858
2023-07-23,The Arc Cyberjaya (Bus Stop)(11855),Malakat Mall (11810),1,2.63,on-demand,11855,11810
2023-07-22,Star Grocer Cybersquare(11824),"MMU Bus Stop, Persiaran Multimedia(11827)",1,2.41,on-demand,11824,11827
2023-07-18,Shaftsbusry Square Bus Stop(11808),Cyberia Gate 2(11858),2,3.44,on-demand,11808,11858
2023-07-24,University of Cyberjaya (UoC)(11829),MRT Cyberjaya Utara Station Bus Stop(12327),1,5.42,on-demand,11829,12327
2023-07-09,MRT Cyberjaya Utara Station Bus Stop(12327),Gem In Mall(11800),2,6.68,on-demand,12327,11800
2023-07-05,Prima Avenue 1 Bus Stop(11818),MRT Cyberjaya City Centre Bus Stop(11799),1,2.49,on-demand,11818,11799
2023-07-23,Wisma Shell Bus Stop(12192),MRT Cyberjaya City Centre Bus Stop(11799),1,2.2,on-demand,12192,11799
2023-07-20,Putrajaya Central (Cyberjaya)(11798),The Arc Cyberjaya (Bus Stop)(11855),1,7.28,on-demand,11798,11855
2023-07-09,Star Grocer Cybersquare(11824),The Arc Cyberjaya (Bus Stop)(11855),2,2.87,on-demand,11824,11855
2023-07-08,Mutiara Ville Residence-Persiaran Sepang(11853),Domain 1(11869),1,3.19,on-demand,11853,11869
2023-07-25,Putrajaya Central (Cyberjaya)(11798),McDonald's - Cyber 5 Bus Stop(12191),1,5.33,on-demand,11798,12191
2023-07-21,Verdi Eco-dominiums(11846),"Glomac Bus Stop,Persiaran Teknokrat 3 (11821)",2,3.46,on-demand,11846,11821
2023-07-16,MRT Cyberjaya Utara Station Bus Stop(12327),Lim Kok Weng University (Barat) Bus Stop(11831),1,2.45,on-demand,12327,11831
2023-07-13,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),3,3.2,on-demand,12216,11855
2023-07-07,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya Utara Station Bus Stop(12327),2,0.0,on-demand,11855,12327
2023-07-08,Park & Ride Putrajaya Sentral (Cyberjaya(12224),Mutiara Ville Residence-Persiaran Sepang(11853),1,7.86,on-demand,12224,11853
2023-07-11,Gem In Mall(11800),Shaftsbusry Square Bus Stop(11808),1,4.03,on-demand,11800,11808
2023-07-21,The Arc Cyberjaya (Bus Stop)(11855),Malakat Mall (11810),6,2.63,on-demand,11855,11810
2023-07-17,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),3,3.2,on-demand,12216,11855
2023-07-24,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),2,3.2,on-demand,12216,11855
2023-07-10,Garden Plaza(11863),UNIKOP(12216),1,3.08,on-demand,11863,12216
2023-07-15,Gem In Mall(11800),McDonald's - Cyber 5 Bus Stop(12191),1,2.6,on-demand,11800,12191
2023-07-17,D'Pulze Cyberjaya Bus Stop(11806),UNIKOP(12216),1,2.08,on-demand,11806,12216
2023-07-26,McDonald's - Cyber 5 Bus Stop(12191),Cyberia Crescent 2 (Main Entrance)(11842),1,2.83,on-demand,12191,11842
2023-07-18,D'Pulze Cyberjaya Bus Stop(11806),Shaftsbusry Square Bus Stop(11808),1,2.65,on-demand,11806,11808
2023-07-25,Mutiara Ville Residence-Persiaran Sepang(11853),D'Pulze Cyberjaya Bus Stop(11806),1,2.37,on-demand,11853,11806
2023-07-26,UNIKOP(12216),The Arc Cyberjaya (Bus Stop)(11855),1,3.2,on-demand,12216,11855
2023-07-10,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),1,3.55,on-demand,11855,12216
2023-07-18,Verdi Eco-dominiums(11846),Lim Kok Weng University (Barat) Bus Stop(11831),1,6.11,on-demand,11846,11831
2023-07-24,The Arc Cyberjaya (Bus Stop)(11855),UNIKOP(12216),1,3.55,on-demand,11855,12216
2023-07-20,D'Pulze Cyberjaya Bus Stop(11806),Garden Plaza(11863),1,5.4,on-demand,11806,11863
2023-07-08,Cyberia Smart Homes Guard House Gate A(11857),D'Pulze Cyberjaya Bus Stop(11806),1,1.48,on-demand,11857,11806
2023-07-23,MRT Cyberjaya Utara Station Bus Stop(12327),Tamarind Square Bus Stop(11807),1,6.04,on-demand,12327,11807
2023-07-18,Gem In Mall(11800),University of Cyberjaya (UoC)(11829),1,1.36,on-demand,11800,11829
2023-07-18,University of Cyberjaya (UoC)(11829),Symphony Hills Cyberjaya(11845),1,2.6,on-demand,11829,11845
2023-07-07,Shaftsbusry Square Bus Stop(11808),Tamarind Square Bus Stop(11807),1,3.05,on-demand,11808,11807
2023-07-24,University of Cyberjaya (UoC)(11829),Gem In Mall(11800),2,2.54,on-demand,11829,11800
2023-07-22,Cyberjaya Smart School Complex(Bus Stop)(11870),D'Pulze Cyberjaya Bus Stop(11806),1,1.34,on-demand,11870,11806
2023-07-26,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),1,2.1,on-demand,11855,11806
2023-07-22,The Arc Cyberjaya (Bus Stop)(11855),D'Pulze Cyberjaya Bus Stop(11806),1,2.1,on-demand,11855,11806
2023-07-03,The Arc Cyberjaya (Bus Stop)(11855),MRT Cyberjaya Utara Station Bus Stop(12327),1,6.01,on-demand,11855,12327
2023-07-10,UNIKOP(12216),Gem In Mall(11800),1,3.78,on-demand,12216,11800
2023-07-03,Universiti Islam Malaysia Bus Stop(11887),Cyberia Smart Homes Guard House Gate A(11857),1,3.61,on-demand,11887,11857
2023-07-18,Shaftsbusry Square Bus Stop(11808),University of Cyberjaya (UoC)(11829),1,3.93,advanced booking,11808,11829
2023-07-05,UNIKOP(12216),Gem In Mall(11800),2,3.78,on-demand,12216,11800
2023-07-13,MRT Cyberjaya Utara Station Bus Stop(12327),MMU (Stadium)(12798),1,5.11,on-demand,12327,12798
